1,0
0,75
0,6166666666666666
0,4833333333333333
0,3616666666666667
0,30833333333333335
0,23500000000000001
0,31166666666666665
0,95
0,75
0,7333333333333333
0,6166666666666666
0,32
0,3416666666666667
0,2866666666666667
0,38666666666666666
1,0
0,85
0,75
0,75
0,5333333333333333
0,5916666666666667
0,425
0,4083333333333333
1,0
0,85
0,75
0,8
0,7833333333333333
0,5166666666666666
0,35
0,4083333333333333
1,0
0,9
0,7833333333333333
0,85
0,725
0,5833333333333333
0,3833333333333333
0,5333333333333333
1,0
0,8
0,95
0,8
0,725
0,65
0,4333333333333333
0,6333333333333333
1,0
0,85
0,85
0,85
0,775
0,5333333333333333
0,55
0,6333333333333333
1,0
0,85
0,9
0,8
0,85
0,5833333333333333
0,6166666666666666
0,6333333333333333
1,0
0,8
0,95
0,85
0,85
0,7
0,6833333333333333
0,6333333333333333
1,0
0,85
0,9
0,9
0,8
0,6333333333333333
0,6083333333333333
0,6333333333333333
1,0
0,95
0,95
0,85
0,8
0,6333333333333333
0,6083333333333333
0,6833333333333333
1,0
0,85
0,95
0,8
0,8
0,6833333333333333
0,575
0,6833333333333333
1,0
1,0
1,0
0,8
0,8
0,5833333333333333
0,575
0,7
1,0
0,95
1,0
0,85
0,95
0,5666666666666667
0,6833333333333333
0,5833333333333333
1,0
1,0
1,0
0,85
0,9
0,5166666666666667
0,675
0,625
1,0
0,95
0,95
0,8
0,9
0,5833333333333334
0,5916666666666666
0,625
1,0
0,95
1,0
0,8
0,9
0,6833333333333333
0,5833333333333333
0,5916666666666666
1,0
0,9
0,95
0,8
0,95
0,6833333333333333
0,4166666666666667
0,5416666666666666
1,0
0,95
1,0
0,9333333333333332
0,95
0,6333333333333334
0,5666666666666667
0,65
1,0
0,95
1,0
0,9333333333333332
0,9333333333333332
0,6
0,4666666666666667
0,6333333333333334
1,0
0,95
0,95
0,8333333333333333
0,9333333333333332
0,6333333333333333
0,3833333333333333
0,5333333333333334
1,0
0,9
1,0
0,8333333333333333
0,9333333333333332
0,6833333333333333
0,3833333333333333
0,5333333333333334
1,0
0,95
1,0
0,8333333333333333
0,9333333333333332
0,7333333333333334
0,3833333333333333
0,5333333333333333
1,0
0,8
0,95
0,8333333333333333
0,8333333333333333
0,725
0,3583333333333333
0,4583333333333333
1,0
0,8
0,95
0,8333333333333333
0,8833333333333332
0,75
0,38333333333333336
0,5116666666666666
0,95
0,8
0,95
0,6833333333333333
0,85
0,5
0,35833333333333334
0,5566666666666666
0,95
0,75
0,8166666666666667
0,5333333333333333
0,7833333333333334
0,4166666666666667
0,35
0,5316666666666666
0,95
0,75
0,6833333333333333
0,55
0,4833333333333334
0,35833333333333334
0,275
0,4016666666666667
0,95
0,8
0,675
0,4666666666666666
0,41666666666666663
0,2733333333333333
0,2326190476190476
0,24857142857142853
0,7833333333333334
0,8833333333333332
0,575
0,2583333333333333
0,33999999999999997
0,24500000000000002
0,20761904761904765
0,1975
0,95
0,8
0,6083333333333333
0,5416666666666666
0,30833333333333335
0,325
0,2683333333333333
0,35333333333333333
0,95
0,8
0,8833333333333332
0,5833333333333333
0,5
0,4666666666666667
0,3283333333333333
0,45833333333333337
1,0
0,85
0,9
0,6166666666666666
0,5666666666666667
0,5833333333333333
0,36666666666666664
0,5333333333333334
1,0
0,95
0,8833333333333332
0,75
0,6
0,475
0,3583333333333333
0,5
0,95
0,9
0,8333333333333333
0,9
0,5833333333333333
0,55
0,4083333333333333
0,5083333333333333
0,95
0,95
0,8
0,85
0,65
0,6
0,3833333333333333
0,5083333333333333
0,95
1,0
0,85
0,9
0,55
0,5
0,5166666666666666
0,6083333333333333
1,0
1,0
0,85
0,95
0,65
0,5
0,5583333333333333
0,6083333333333333
0,95
1,0
0,95
1,0
0,65
0,45
0,4916666666666666
0,5583333333333333
1,0
0,95
1,0
1,0
0,7
0,45
0,4416666666666666
0,6083333333333333
1,0
1,0
1,0
1,0
0,7
0,55
0,5666666666666667
0,5833333333333333
1,0
1,0
1,0
1,0
0,75
0,55
0,5833333333333334
0,5833333333333333
1,0
1,0
0,95
1,0
0,8
0,6
0,5833333333333334
0,5666666666666667
1,0
1,0
1,0
1,0
0,9
0,65
0,5666666666666667
0,4666666666666667
1,0
1,0
1,0
0,95
0,9
0,7
0,5166666666666667
0,5416666666666667
1,0
1,0
0,9
0,9
0,9
0,6833333333333333
0,6166666666666667
0,4666666666666666
1,0
0,9
0,9
0,95
0,95
0,6833333333333333
0,6166666666666667
0,45
1,0
1,0
1,0
0,95
0,95
0,7833333333333333
0,4666666666666666
0,4666666666666666
1,0
1,0
0,95
0,95
0,9
0,85
0,6166666666666667
0,525
1,0
0,95
1,0
0,95
0,95
0,8
0,5666666666666667
0,525
1,0
0,9
1,0
0,9
0,95
0,85
0,5166666666666666
0,475
1,0
0,9
0,8833333333333332
0,95
0,7166666666666666
0,7666666666666666
0,5666666666666667
0,6416666666666667
1,0
0,95
0,95
0,9
0,7166666666666666
0,7666666666666666
0,5666666666666667
0,6416666666666666
1,0
1,0
0,95
0,85
0,6499999999999999
0,6083333333333333
0,4916666666666666
0,6033333333333333
1,0
0,95
0,95
0,85
0,525
0,4999999999999999
0,525
0,5199999999999999
0,95
1,0
0,95
0,7833333333333333
0,6166666666666667
0,5
0,6416666666666666
0,4699999999999999
0,95
1,0
0,95
0,75
0,4833333333333333
0,4916666666666666
0,525
0,43666666666666665
0,95
0,95
0,9
0,625
0,37500000000000006
0,475
0,4583333333333333
0,30333333333333334
0,95
0,85
0,7333333333333333
0,6083333333333333
0,30666666666666664
0,3
0,345
